tissue,num_non_tfs,num_tfs,mae,f1_005,f1_001,abs_time_saving,rel_time_saving,abs_emission_saving,rel_emission_saving,total_runtime,correlation
Kidney,1,-1,0.01043935362098809,0.9653598024238561,0.9003224417102215,41767.73020815849,76.5116807335133,1.7773596165061019,120.50400762221356,553.1293940544128,0.9936659446365417
Kidney,2,-1,0.010171538150278756,0.9646893407278204,0.9089618690080978,41759.97731733322,75.45408500696578,1.7769813970704855,117.51555510313545,560.8822848796844,0.9942496909481764
Kidney,3,-1,0.009608573285721457,0.9660812942721919,0.905334752594587,41840.681094408035,88.13568061528228,1.7802365574985182,149.40421555544177,480.1785078048706,0.9950132197215862
Kidney,4,-1,0.009559661366305938,0.9657208880293121,0.9092974771018295,41844.990725040436,88.93386735790766,1.780301558199811,150.2181868332858,475.8688771724701,0.9951116888641801
Kidney,5,-1,0.009616957064616918,0.9656979029169387,0.9038713910761155,41816.74639701843,83.95110297871817,1.7797061529081752,143.07793483171494,504.11320519447327,0.9949978395817201
Kidney,6,-1,0.00955794086907174,0.9655170253520421,0.9053746515567996,41899.96547746658,100.54989393762656,1.780015583995656,146.70184867678446,420.89412474632263,0.9950786584351818
Kidney,7,-1,0.009541168824977738,0.965347171053663,0.9059055394131074,41723.156086444855,70.80577323998246,1.7754856020242094,107.01928136749407,597.7035157680511,0.9950801122262097
Kidney,8,-1,0.009780305603197852,0.9654414783750662,0.9054251827452572,41503.12852692604,51.754006764835836,1.769314397810318,78.20188010899442,817.7310752868652,0.9948292686209589
Kidney,9,-1,0.009551423392260833,0.9656509234053449,0.9085396429279442,41233.298400878906,38.91354302663818,1.7665657078717207,69.82711358835138,1087.5612013339996,0.9950794343996919
Kidney,10,-1,0.00947475583721643,0.9656244953885371,0.9070124499069075,41566.462371110916,56.09890632868905,1.773951010909459,98.03579229941613,754.3972311019897,0.9952163677868877
Kidney,20,-1,0.009400135157955873,0.9658965862051102,0.9076508975426503,41493.404296875,51.14579522205183,1.7721388928844928,89.19451591672302,827.4553053379059,0.9952525824758641
Kidney,30,-1,0.009457049520504373,0.9655752758773071,0.9060049281154808,41227.59937286377,38.710691623172174,1.7630316920057851,61.37629250820299,1093.2602293491364,0.9952009577547769
Kidney,40,-1,0.009284090199133448,0.9662430107763119,0.9078447608939894,41391.548802137375,45.54004924808064,1.7660685584675797,68.50030225614763,929.310800075531,0.9953897089155879
Kidney,50,-1,0.009374729223569255,0.9661735636814525,0.9077768096097591,41300.951907634735,41.49479391830319,1.7640103364246407,63.504610428189466,1019.9076945781708,0.9952834859122184
Kidney,60,-1,0.009314746229708643,0.965737324189929,0.9080658340142407,41576.63809680939,56.86594554838406,1.7693545356332019,78.33908043613596,744.2215054035187,0.9953722463541135
Kidney,70,-1,0.009303665061081604,0.9662046595774367,0.9074625704841532,41548.481571912766,54.792935508234656,1.7717051669020747,87.30990042794184,772.3780303001404,0.9953869071992768
Kidney,80,-1,0.00937983800121057,0.9656155286532029,0.9083864944764276,41425.361552000046,47.25957760840822,1.7645487703287908,64.73974509389583,895.4980502128601,0.9952799865242971
Kidney,90,-1,0.009286656364499707,0.9662138747810652,0.9084372358616607,41623.63418793678,60.69896296902987,1.7699619822618522,80.47585075749234,697.225414276123,0.9953874954962781
Kidney,100,-1,0.009252055751934503,0.9660685784772998,0.9074363095654064,41617.36787366867,60.15829026133573,1.7719113966030973,88.19597266708787,703.4917285442352,0.9954402158685535
Liver,1,-1,0.011360713501064726,0.9206675346515855,0.8235456349563226,116596.34266638756,100.17870307927777,5.116006450783065,154.68366225281784,1175.6187472343445,0.9884217602091195
Liver,2,-1,0.01105349460433532,0.9235116099053741,0.8270145416327718,116693.29146838188,109.18257427429835,5.122306622830695,190.79217348833726,1078.6699452400208,0.9892942634556419
Liver,3,-1,0.010959451519500264,0.922768177257164,0.8262908008342891,116592.52235293388,99.85421488832185,5.116200144503451,155.58895894519776,1179.4390606880188,0.989560192049696
Liver,4,-1,0.010875319513376103,0.9222162285031874,0.8227327777015457,116893.72233653069,134.1001152029013,5.123091129603459,196.50407872830016,878.239077091217,0.9897101314294976
Liver,5,-1,0.010888131120248183,0.9214830316063156,0.8250334224598931,116877.84810328484,131.71927993021794,5.12242554694644,191.6365985458483,894.1133103370667,0.9896937810430072
Liver,6,-1,0.010794568593387377,0.9221410476793631,0.8216734927135918,116688.23618626595,108.67326739357972,5.11867686312922,168.1743706833312,1083.725227355957,0.9899054288211961
Liver,7,-1,0.010929220054211463,0.9215418814352891,0.8254021568321678,116997.09140491486,151.98931445306164,5.1260214363934695,221.24464273772682,774.8700087070465,0.9896718076075606
Liver,8,-1,0.010803400748270483,0.9226120059624924,0.8293717205767616,116765.65766572952,117.03420727616842,5.120955430204569,181.6956683791137,1006.3037478923798,0.9898582117020918
Liver,9,-1,0.010764607104488597,0.922144970497887,0.8267844300344137,116697.27215194702,109.58699003847562,5.117296140599152,160.91794307037776,1074.689261674881,0.9899565539111024
Liver,10,-1,0.010767618077536612,0.9232574443914633,0.826124036093203,116589.10325479507,99.56558234372704,5.116025402753978,154.77177581614097,1182.858158826828,0.9899092460998666
Liver,20,-1,0.010750618891422158,0.9228091813815071,0.8254797008291715,116557.44036078453,96.96988054548935,5.112706229254979,140.73180662483634,1214.5210528373718,0.9899756381698022
Liver,30,-1,0.010770557874990901,0.9226415435934806,0.8269250236701542,116428.11603307724,87.63802973068877,5.110778277794663,133.68760661455696,1343.8453805446625,0.9899686366629648
Liver,40,-1,0.010744799673051728,0.9221378325739018,0.827514423362874,116516.4844288826,93.8065475075809,5.111489977828562,136.20430482720647,1255.4769847393036,0.9900286805797207
Liver,50,-1,0.010775228466538323,0.9233172949285277,0.8271915797513067,116442.46799087524,88.58408729116665,5.105712253047466,118.14809546477103,1329.4934227466583,0.9899332795990614
Liver,60,-1,0.010722314075825811,0.9226292698710074,0.8287116461734343,116502.69587802887,92.78748859953554,5.113433419769706,143.5854726345241,1269.2655355930328,0.9900290892924904
Liver,70,-1,0.010766221072434771,0.92233912814479,0.8270496351497288,116280.41587686539,78.95968209574507,5.098424744801508,101.22279853228909,1491.5455367565155,0.9899308592713453
Liver,80,-1,0.010731030877160451,0.9231195584920046,0.8267376558098539,116432.5590827465,87.92874157285463,5.099742893963258,103.91541849270243,1339.4023308753967,0.9900104197601463
Liver,90,-1,0.010726434897269913,0.9234767451073608,0.828002406810559,116304.35224747658,80.247496493191,5.099040866204708,102.46378545361917,1467.6091661453247,0.9900037995885534
Liver,100,-1,0.010716629354784206,0.9230661282729149,0.8282151542606456,116312.54846715927,80.69817504297266,5.095667574793438,96.01865033995176,1459.4129464626312,0.9900339933032772
Ovary,1,-1,0.010564479335434092,0.9210496258735593,0.7801342927306761,104961.42503380775,101.91856422118332,4.605730473981048,160.05403239120432,1040.060625553131,0.9876417412774386
Ovary,2,-1,0.010071232541017385,0.9223468545815401,0.7873259343097342,104889.22885751724,95.30306803577739,4.602946345848079,146.01512740191845,1112.2568018436432,0.9890218716500919
Ovary,3,-1,0.01022649550946687,0.9215275525521534,0.7899863951826318,105222.4820420742,136.07316231543396,4.611344151680034,198.54431449639787,779.0036172866821,0.9886728007799314
Ovary,4,-1,0.009954603942421644,0.9216969597884576,0.7870148552140499,105114.00799655914,119.44129987983823,4.612251267651938,206.57163301568258,887.4776628017426,0.989415497960579
Ovary,5,-1,0.009881753098332025,0.9217873176829252,0.790716454918732,105200.74922347069,132.3799953495516,4.611699350874565,201.61210411699196,800.7364358901978,0.9895993809366886
Ovary,6,-1,0.010023259838454895,0.9209469823274424,0.7896474512760756,105156.3535683155,125.42593848050801,4.609116481624397,181.24772673981835,845.1320910453796,0.9891636755449343
Ovary,7,-1,0.009919834516658003,0.9224096761303275,0.7899430511507338,104611.39174604416,76.25490957401877,4.597370942384693,124.19925062586466,1390.0939133167267,0.9894781336732872
Ovary,8,-1,0.009959951046057928,0.9208427521553201,0.7887519269230548,105028.24413752556,108.91590964950258,4.6102178524066355,189.4056299334876,973.2415218353271,0.989368484145989
Ovary,9,-1,0.01001745436710481,0.9220500384193439,0.7858136862588853,104685.97255253792,80.57805361997492,4.59896908648587,129.75628199889164,1315.5131068229675,0.9892393536804184
Ovary,10,-1,0.009981903845339101,0.9227070028848438,0.7853735906964493,105057.42756581306,112.28279952667066,4.610779512982139,193.85526054656864,944.058093547821,0.9892907162172196
Ovary,20,-1,0.009979050220490537,0.9216727900794487,0.7871868714573048,104658.0790810585,78.90499225730404,4.597474396023204,124.54452865387051,1343.4065783023834,0.9893531875260887
Ovary,30,-1,0.009928540385072323,0.922450213371266,0.7907128468089003,104834.78526711464,90.85578985301993,4.599204008706217,130.61534743115888,1166.7003922462463,0.9895001947556128
Ovary,40,-1,0.009869461879739173,0.9222409886861359,0.7897789818907742,104718.39543533325,82.6142103449445,4.597178836430036,123.56314636463654,1283.0902240276337,0.9895940629346204
Ovary,50,-1,0.00990551858081694,0.9220700894175583,0.7875983553046008,104478.38125228882,69.5956791715496,4.588869582657451,101.15449533850898,1523.1044070720673,0.9895320420573064
Ovary,60,-1,0.00994519129385906,0.9228587297003088,0.789416313838881,104836.94092178345,91.02397034558935,4.5982592950543175,127.22802353425153,1164.5447375774384,0.9894206173340624
Ovary,70,-1,0.009911913901776025,0.9226838162428599,0.7898253736888736,104551.52436447144,73.10642431144535,4.5869622333159885,97.11183605090619,1449.96129488945,0.9895092845380093
Ovary,80,-1,0.009926725103412163,0.9222414464524182,0.7900862956943713,104697.61766219139,81.29771256712681,4.5895476843445495,102.67406393184986,1303.8679971694946,0.9894553011417052
Ovary,90,-1,0.009904153871501268,0.9226700518353962,0.7900282909732323,104709.50614118576,82.04579420042525,4.590567815625114,105.04808461931759,1291.9795181751251,0.9895123510043159
Ovary,100,-1,0.00990620405362248,0.9224910573440868,0.7899561395984515,104674.9806444645,79.91035425345918,4.5879826319017845,99.23351632289781,1326.5050148963928,0.9894870081403924
Vagina,1,-1,0.010249747838137578,0.9264686735131589,0.8329574383645181,91916.83878087997,98.67723973358802,4.062522704026519,160.7045763528445,941.0261697769165,0.9885144780720317
Vagina,2,-1,0.010013723783342216,0.9282731916680274,0.8312777647884031,92063.6481294632,116.91752487827318,4.068019082407007,204.99911320430724,794.2168211936951,0.9892071078573895
Vagina,3,-1,0.010056307251975871,0.9277801459443095,0.8324566082237631,92063.45932984352,116.88973808566752,4.064660632756053,175.4504040911566,794.4056208133698,0.9892200336114176
Vagina,4,-1,0.010039717266971364,0.9262983035446263,0.8314584721514522,91950.45955991745,102.3333847234337,4.062670369603987,161.64291043169314,907.4053907394409,0.9892214095602209
Vagina,5,-1,0.009848513391870825,0.9293555689309606,0.8313347452469632,92117.7758872509,125.46850040360326,4.068615673040753,211.32126517347925,740.0890634059906,0.9897341356582244
Vagina,6,-1,0.009890744669544753,0.927497798495706,0.8351509065115758,92067.27640509605,117.45409855993336,4.065598088026204,182.80548519996114,790.5885455608368,0.9897139800992384
Vagina,7,-1,0.009883420291450156,0.9274302377729661,0.8321425113757382,91888.66189646721,95.8084733113973,4.060550716949993,149.14271717315006,969.203054189682,0.9896490156914973
Vagina,8,-1,0.009966661520181752,0.9292099897034181,0.8347119147543226,92152.11239886284,131.57283627895976,4.067768614434152,202.45621709861086,705.7525517940521,0.9893940893085809
Vagina,9,-1,0.009817065126902755,0.9278485740050828,0.8330282234774692,91538.76626205444,70.39493386885064,4.0565891971348025,130.30916796458217,1319.0986886024475,0.9898709021456276
Vagina,10,-1,0.009764221559598345,0.9289090406391756,0.8369271252101455,91792.79765868187,87.18497474320586,4.056522844757681,130.03413664508258,1065.0672919750214,0.9899463366718876
Vagina,20,-1,0.009913145805384722,0.9288393670797932,0.8337650301212166,91713.32051539421,81.13085179549664,4.055161893642019,124.63846739069407,1144.54443526268,0.9895222358965726
Vagina,30,-1,0.009767862259027772,0.9284358415184135,0.8335235085871442,91896.13713479042,96.55316547852621,4.060319059839361,147.89278059797263,961.7278158664703,0.9899954301356124
Vagina,40,-1,0.009777136819945124,0.9290582378890283,0.8344668987505554,91746.66101026535,83.56509689655867,4.053336069086874,118.0659875402072,1111.2039403915405,0.9898556698261025
Vagina,50,-1,0.009726813507271146,0.928970454733854,0.8346521106117342,91846.76000714302,91.83800904775526,4.0543575239153125,121.65493428389954,1011.1049435138702,0.9900287306874799
Vagina,60,-1,0.009745332185480522,0.9289149916971643,0.8353158506905416,91722.84236168861,81.81146864668453,4.05232920600976,114.72969313802605,1135.022588968277,0.9899694290889564
Vagina,70,-1,0.009768835261170736,0.9290070946376515,0.8349457665691555,91552.15572214127,71.11680221194491,4.051778684293345,112.98402911704395,1305.709228515625,0.9899011547910259
Vagina,80,-1,0.009770800367339226,0.9288745382792406,0.835830790379347,91659.59068655968,77.49299783269275,4.046668407704931,99.00119467442407,1198.2742640972137,0.98989869815381
Vagina,90,-1,0.00971314073789405,0.9293426919350259,0.8352837561006466,91726.38275885582,82.06745596485929,4.050448407445577,108.97731363258278,1131.4821918010712,0.9900029229811599
Vagina,100,-1,0.00972980533962731,0.9295693177991512,0.8366143270057027,91755.75705456734,84.2547860151721,4.049161070406679,105.36151943420464,1102.1078960895538,0.9899803114539296
